Indicador;Sexo, grupo de edad y nivel de estudios;periodo;Total
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;2018;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;2017;0,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;2016;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;2015;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;2014;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;2013;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;2012;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;2011;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;2025;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;2024;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;2023;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;2022;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;2021;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;2020;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;2019;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;2018;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;2017;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;2016;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;2015;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;2014;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;2013;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;2012;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;2011;0,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;2025;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;2024;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;2023;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;2022;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;2021;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;2020;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;2019;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;2018;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;2017;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;2016;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;2015;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;2014;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;2013;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;2012;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;TOTAL;2011;100,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Hombres;2025;60,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Hombres;2024;59,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Hombres;2023;60,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Hombres;2022;57,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Hombres;2021;55,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Hombres;2020;60,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Hombres;2019;59,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Hombres;2018;58,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Hombres;2017;58,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Hombres;2016;60,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Hombres;2015;57,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Hombres;2014;54,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Hombres;2013;55,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Hombres;2012;58,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Hombres;2011;62,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Mujeres;2025;39,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Mujeres;2024;40,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Mujeres;2023;39,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Mujeres;2022;42,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Mujeres;2021;44,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Mujeres;2020;39,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Mujeres;2019;40,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Mujeres;2018;42,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Mujeres;2017;41,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Mujeres;2016;39,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Mujeres;2015;42,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Mujeres;2014;45,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Mujeres;2013;44,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Mujeres;2012;41,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Mujeres;2011;38,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 16 a 24 ańos;2025;28,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 16 a 24 ańos;2024;28,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 16 a 24 ańos;2023;27,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 16 a 24 ańos;2022;22,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 16 a 24 ańos;2021;17,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 16 a 24 ańos;2020;15,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 16 a 24 ańos;2019;19,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 16 a 24 ańos;2018;19,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 16 a 24 ańos;2017;18,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 16 a 24 ańos;2016;19,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 16 a 24 ańos;2015;17,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 16 a 24 ańos;2014;17,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 16 a 24 ańos;2013;18,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 16 a 24 ańos;2012;19,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 16 a 24 ańos;2011;17,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 25 a 34 ańos;2025;25,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 25 a 34 ańos;2024;25,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 25 a 34 ańos;2023;26,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 25 a 34 ańos;2022;26,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 25 a 34 ańos;2021;30,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 25 a 34 ańos;2020;32,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 25 a 34 ańos;2019;30,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 25 a 34 ańos;2018;32,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 25 a 34 ańos;2017;33,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 25 a 34 ańos;2016;28,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 25 a 34 ańos;2015;31,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 25 a 34 ańos;2014;33,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 25 a 34 ańos;2013;33,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 25 a 34 ańos;2012;27,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 25 a 34 ańos;2011;31,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 35 a 44 ańos;2025;16,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 35 a 44 ańos;2024;17,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 35 a 44 ańos;2023;19,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 35 a 44 ańos;2022;21,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 35 a 44 ańos;2021;22,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 35 a 44 ańos;2020;22,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 35 a 44 ańos;2019;24,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 35 a 44 ańos;2018;24,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 35 a 44 ańos;2017;25,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 35 a 44 ańos;2016;24,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 35 a 44 ańos;2015;25,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 35 a 44 ańos;2014;25,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 35 a 44 ańos;2013;24,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 35 a 44 ańos;2012;25,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 35 a 44 ańos;2011;24,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 45 a 54 ańos;2025;19,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 45 a 54 ańos;2024;17,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 45 a 54 ańos;2023;15,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 45 a 54 ańos;2022;19,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 45 a 54 ańos;2021;22,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 45 a 54 ańos;2020;19,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 45 a 54 ańos;2019;16,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 45 a 54 ańos;2018;16,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 45 a 54 ańos;2017;15,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 45 a 54 ańos;2016;17,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 45 a 54 ańos;2015;17,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 45 a 54 ańos;2014;15,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 45 a 54 ańos;2013;16,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 45 a 54 ańos;2012;19,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 45 a 54 ańos;2011;18,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 55 ańos en adelante;2025;9,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 55 ańos en adelante;2024;11,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 55 ańos en adelante;2023;11,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 55 ańos en adelante;2022;10,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 55 ańos en adelante;2021;8,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 55 ańos en adelante;2020;10,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 55 ańos en adelante;2019;8,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 55 ańos en adelante;2018;7,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 55 ańos en adelante;2017;7,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 55 ańos en adelante;2016;9,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 55 ańos en adelante;2015;8,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 55 ańos en adelante;2014;8,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 55 ańos en adelante;2013;6,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 55 ańos en adelante;2012;7,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;De 55 ańos en adelante;2011;7,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Primera etapa de educacion secundaria e inferior;2025;17,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Primera etapa de educacion secundaria e inferior;2024;19,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Primera etapa de educacion secundaria e inferior;2023;16,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Primera etapa de educacion secundaria e inferior;2022;17,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Primera etapa de educacion secundaria e inferior;2021;16,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Primera etapa de educacion secundaria e inferior;2020;17,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Primera etapa de educacion secundaria e inferior;2019;19,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Primera etapa de educacion secundaria e inferior;2018;21,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Primera etapa de educacion secundaria e inferior;2017;19,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Primera etapa de educacion secundaria e inferior;2016;22,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Primera etapa de educacion secundaria e inferior;2015;20,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Primera etapa de educacion secundaria e inferior;2014;23,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Primera etapa de educacion secundaria e inferior;2013;24,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Primera etapa de educacion secundaria e inferior;2012;26,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Primera etapa de educacion secundaria e inferior;2011;27,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Total;2025;31,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Total;2024;29,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Total;2023;33,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Total;2022;31,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Total;2021;29,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Total;2020;28,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Total;2019;26,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Total;2018;27,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Total;2017;27,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Total;2016;27,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Total;2015;29,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Total;2014;26,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Total;2013;28,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Total;2012;30,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Total;2011;31,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;2025;22,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;2024;20,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;2023;23,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;2022;20,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;2021;20,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;2020;19,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;2019;18,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;2018;18,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;2017;21,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;2016;21,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;2015;20,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;2014;17,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;2013;19,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;2012;21,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;2011;23,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;2025;9,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;2024;9,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;2023;10,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;2022;10,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;2021;8,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;2020;9,0
