Indicador;Sexo, grupo de edad y nivel de estudios;periodo;Total
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;2019;8,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;2018;8,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;2017;5,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;2016;6,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;2015;9,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;2014;8,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;2013;9,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;2012;9,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;2011;7,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;2025;51,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;2024;51,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;2023;50,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;2022;51,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;2021;54,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;2020;54,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;2019;53,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;2018;51,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;2017;53,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;2016;49,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;2015;50,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;2014;50,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;2013;47,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;2012;42,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;2011;40,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;2025;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;2024;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;2023;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;2022;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;2021;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;2020;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;2019;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;2018;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;2017;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;2016;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;2015;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;2014;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;2013;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;2012;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;2011;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;2025;53,4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;2024;53,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;2023;53,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;2022;54,1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;2021;54,1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;2020;54,3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;2019;54,3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;2018;54,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;2017;54,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;2016;54,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;2015;54,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;2014;54,4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;2013;54,4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;2012;54,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;2011;55,1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Mujeres;2025;46,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Mujeres;2024;46,4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Mujeres;2023;46,3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Mujeres;2022;45,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Mujeres;2021;45,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Mujeres;2020;45,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Mujeres;2019;45,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Mujeres;2018;45,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Mujeres;2017;45,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Mujeres;2016;45,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Mujeres;2015;45,4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Mujeres;2014;45,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Mujeres;2013;45,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Mujeres;2012;45,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Mujeres;2011;44,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 16 a 24 ańos;2025;6,2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 16 a 24 ańos;2024;6,1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 16 a 24 ańos;2023;5,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 16 a 24 ańos;2022;5,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 16 a 24 ańos;2021;5,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 16 a 24 ańos;2020;4,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 16 a 24 ańos;2019;5,3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 16 a 24 ańos;2018;5,1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 16 a 24 ańos;2017;4,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 16 a 24 ańos;2016;4,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 16 a 24 ańos;2015;4,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 16 a 24 ańos;2014;4,3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 16 a 24 ańos;2013;4,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 16 a 24 ańos;2012;4,8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 16 a 24 ańos;2011;5,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 25 a 34 ańos;2025;19,2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 25 a 34 ańos;2024;18,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 25 a 34 ańos;2023;19,1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 25 a 34 ańos;2022;18,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 25 a 34 ańos;2021;18,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 25 a 34 ańos;2020;18,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 25 a 34 ańos;2019;19,3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 25 a 34 ańos;2018;19,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 25 a 34 ańos;2017;20,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 25 a 34 ańos;2016;20,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 25 a 34 ańos;2015;21,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 25 a 34 ańos;2014;22,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 25 a 34 ańos;2013;23,4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 25 a 34 ańos;2012;24,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 25 a 34 ańos;2011;25,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 35 a 44 ańos;2025;23,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 35 a 44 ańos;2024;24,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 35 a 44 ańos;2023;25,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 35 a 44 ańos;2022;26,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 35 a 44 ańos;2021;27,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 35 a 44 ańos;2020;28,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 35 a 44 ańos;2019;29,3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 35 a 44 ańos;2018;30,3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 35 a 44 ańos;2017;31,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 35 a 44 ańos;2016;31,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 35 a 44 ańos;2015;31,8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 35 a 44 ańos;2014;31,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 35 a 44 ańos;2013;31,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 35 a 44 ańos;2012;31,2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 35 a 44 ańos;2011;30,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 45 a 54 ańos;2025;29,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 45 a 54 ańos;2024;29,2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 45 a 54 ańos;2023;29,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 45 a 54 ańos;2022;29,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 45 a 54 ańos;2021;29,1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 45 a 54 ańos;2020;29,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 45 a 54 ańos;2019;28,3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 45 a 54 ańos;2018;27,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 45 a 54 ańos;2017;27,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 45 a 54 ańos;2016;27,3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 45 a 54 ańos;2015;26,8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 45 a 54 ańos;2014;26,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 45 a 54 ańos;2013;26,2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 45 a 54 ańos;2012;25,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 45 a 54 ańos;2011;24,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 55 ańos en adelante;2025;21,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 55 ańos en adelante;2024;21,1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 55 ańos en adelante;2023;20,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 55 ańos en adelante;2022;20,1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 55 ańos en adelante;2021;19,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 55 ańos en adelante;2020;19,3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 55 ańos en adelante;2019;17,8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 55 ańos en adelante;2018;17,1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 55 ańos en adelante;2017;16,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 55 ańos en adelante;2016;16,1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 55 ańos en adelante;2015;15,4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 55 ańos en adelante;2014;14,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 55 ańos en adelante;2013;14,2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 55 ańos en adelante;2012;13,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;De 55 ańos en adelante;2011;13,2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Primera etapa de educacion secundaria e inferior;2025;29,1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Primera etapa de educacion secundaria e inferior;2024;29,4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Primera etapa de educacion secundaria e inferior;2023;29,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Primera etapa de educacion secundaria e inferior;2022;30,1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Primera etapa de educacion secundaria e inferior;2021;30,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Primera etapa de educacion secundaria e inferior;2020;30,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Primera etapa de educacion secundaria e inferior;2019;32,3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Primera etapa de educacion secundaria e inferior;2018;33,1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Primera etapa de educacion secundaria e inferior;2017;33,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Primera etapa de educacion secundaria e inferior;2016;34,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Primera etapa de educacion secundaria e inferior;2015;34,3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Primera etapa de educacion secundaria e inferior;2014;34,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Primera etapa de educacion secundaria e inferior;2013;35,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Primera etapa de educacion secundaria e inferior;2012;36,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Primera etapa de educacion secundaria e inferior;2011;38,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Total;2025;23,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Total;2024;24,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Total;2023;23,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Total;2022;23,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Total;2021;24,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Total;2020;23,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Total;2019;23,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Total;2018;24,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Total;2017;23,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Total;2016;23,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Total;2015;23,8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Total;2014;23,4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Total;2013;23,2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Total;2012;23,8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Total;2011;23,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación general;2025;13,4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación general;2024;13,4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación general;2023;13,3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación general;2022;13,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación general;2021;13,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación general;2020;13,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación general;2019;13,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación general;2018;13,8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación general;2017;14,2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación general;2016;14,2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación general;2015;14,2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación general;2014;14,2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación general;2013;13,8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación general;2012;14,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación general;2011;14,8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación profesional;2025;10,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación profesional;2024;10,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación profesional;2023;10,4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación profesional;2022;10,3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación profesional;2021;10,4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación profesional;2020;10,3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación profesional;2019;10,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación profesional;2018;10,1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación profesional;2017;9,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación profesional;2016;9,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación profesional;2015;9,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación profesional;2014;9,2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación profesional;2013;9,4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación profesional;2012;9,2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Segunda etapa de educación secundaria: Orientación profesional;2011;8,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Educación superior o equivalente;2025;46,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Educación superior o equivalente;2024;46,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Educación superior o equivalente;2023;46,3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Educación superior o equivalente;2022;46,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Educación superior o equivalente;2021;46,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Educación superior o equivalente;2020;45,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Educación superior o equivalente;2019;43,8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Educación superior o equivalente;2018;42,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Educación superior o equivalente;2017;42,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Educación superior o equivalente;2016;42,1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Educación superior o equivalente;2015;41,9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Educación superior o equivalente;2014;42,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Educación superior o equivalente;2013;41,2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Educación superior o equivalente;2012;39,8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Educación superior o equivalente;2011;38,3
